category,status,section,line,declared,var,ctor,id,compare_id,modern_match,reason,migration_package
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1222,SimpleDustMaterial,ScandiumIodide,SimpleDustMaterial,scandium_iodide,scandium_iodide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1032,SimpleDustMaterial,ScandiumOxide,SimpleDustMaterial,scandium_oxide,scandium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1233,SimpleDustMaterial,ScandiumTriflate,SimpleDustMaterial,scandium_triflate,scandium_triflate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1287,SimpleDustMaterial,ScheelesGreen,SimpleDustMaterial,scheeles_green,scheeles_green,,,chemistry/dyes_pigments
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1262,SimpleDustMaterial,SeaborgiumCarbide,SimpleDustMaterial,seaborgium_carbide,seaborgium_carbide,,,high_energy/particles_and_exotics
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1366,SimpleDustMaterial,SelectivelyMutatedCupriavidiusNecator,SimpleDustMaterial,selectively_mutated_cupriavidius_necator,selectively_mutated_cupriavidius_necator,,,chemistry/biotech
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1182,SimpleDustMaterial,SeleniumOxide,SimpleDustMaterial,selenium_oxide,selenium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1056,SimpleDustMaterial,Shewanella,SimpleDustMaterial,shewanella,shewanella,,,chemistry/biotech
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1039,SimpleDustMaterial,SilicaAluminaGel,SimpleDustMaterial,silica_alumina_gel,silica_alumina_gel,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1038,SimpleDustMaterial,SilicaGel,SimpleDustMaterial,silica_gel,silica_gel,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1058,SimpleDustMaterial,SiliconCarbide,SimpleDustMaterial,silicon_carbide,silicon_carbide,,,metallurgy/alloys
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1127,SimpleDustMaterial,SiliconChloride,SimpleDustMaterial,silicon_chloride,silicon_chloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1375,SimpleDustMaterial,SiliconNanoparticles,SimpleDustMaterial,silicon_nanoparticles,silicon_nanoparticles,,,electronics/optical_materials
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1432,SimpleDustMaterial,SilverIodide,SimpleDustMaterial,silver_iodide,silver_iodide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1179,SimpleDustMaterial,SilverNitrate,SimpleDustMaterial,silver_nitrate,silver_nitrate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1397,SimpleDustMaterial,SilverPerchlorate,SimpleDustMaterial,silver_perchlorate,silver_perchlorate,,,chemistry/energetics
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1149,SimpleDustMaterial,SodiumAluminiumHydride,SimpleDustMaterial,sodium_aluminium_hydride,sodium_aluminium_hydride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1272,SimpleDustMaterial,SodiumArsenate,SimpleDustMaterial,sodium_arsenate,sodium_arsenate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1151,SimpleDustMaterial,SodiumAzanide,SimpleDustMaterial,sodium_azanide,sodium_azanide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1152,SimpleDustMaterial,SodiumAzide,SimpleDustMaterial,sodium_azide,sodium_azide,,,chemistry/energetics
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1425,SimpleDustMaterial,SodiumBorohydride,SimpleDustMaterial,sodium_borohydride,sodium_borohydride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1236,SimpleDustMaterial,SodiumBromide,SimpleDustMaterial,sodium_bromide,sodium_bromide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1398,SimpleDustMaterial,SodiumChlorate,SimpleDustMaterial,sodium_chlorate,sodium_chlorate,,,chemistry/energetics
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1082,SimpleDustMaterial,SodiumEthoxide,SimpleDustMaterial,sodium_ethoxide,sodium_ethoxide,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1155,SimpleDustMaterial,SodiumHydride,SimpleDustMaterial,sodium_hydride,sodium_hydride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1202,SimpleDustMaterial,SodiumHypochlorite,SimpleDustMaterial,sodium_hypochlorite,sodium_hypochlorite,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1242,SimpleDustMaterial,SodiumIodate,SimpleDustMaterial,sodium_iodate,sodium_iodate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1241,SimpleDustMaterial,SodiumIodide,SimpleDustMaterial,sodium_iodide,sodium_iodide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1394,SimpleDustMaterial,SodiumMetavanadate,SimpleDustMaterial,sodium_metavanadate,sodium_metavanadate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1159,SimpleDustMaterial,SodiumMolybdate,SimpleDustMaterial,sodium_molybdate,sodium_molybdate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1350,SimpleDustMaterial,SodiumOxide,SimpleDustMaterial,sodium_oxide,sodium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1356,SimpleDustMaterial,SodiumPerchlorate,SimpleDustMaterial,sodium_perchlorate,sodium_perchlorate,,,chemistry/energetics
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1243,SimpleDustMaterial,SodiumPeriodate,SimpleDustMaterial,sodium_periodate,sodium_periodate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1333,SimpleDustMaterial,SodiumPertechnetate,SimpleDustMaterial,sodium_pertechnetate,sodium_pertechnetate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1160,SimpleDustMaterial,SodiumPhosphomolybdate,SimpleDustMaterial,sodium_phosphomolybdate,sodium_phosphomolybdate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1161,SimpleDustMaterial,SodiumPhosphotungstate,SimpleDustMaterial,sodium_phosphotungstate,sodium_phosphotungstate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1146,SimpleDustMaterial,SodiumSalts,SimpleDustMaterial,sodium_salts,sodium_salts,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1244,SimpleDustMaterial,SodiumSeaborgate,SimpleDustMaterial,sodium_seaborgate,sodium_seaborgate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1313,SimpleDustMaterial,SodiumSulfanilate,SimpleDustMaterial,sodium_sulfanilate,sodium_sulfanilate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1139,SimpleDustMaterial,SodiumSulfite,SimpleDustMaterial,sodium_sulfite,sodium_sulfite,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1426,SimpleDustMaterial,SodiumTetrafluoroborate,SimpleDustMaterial,sodium_tetrafluoroborate,sodium_tetrafluoroborate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1234,SimpleDustMaterial,SodiumThiosulfate,SimpleDustMaterial,sodium_thiosulfate,sodium_thiosulfate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1099,SimpleDustMaterial,SodiumVanadate,SimpleDustMaterial,sodium_vanadate,sodium_vanadate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1381,SimpleDustMaterial,Sorbose,SimpleDustMaterial,sorbose,sorbose,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1327,SimpleDustMaterial,Stilbene,SimpleDustMaterial,stilbene,stilbene,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1439,SimpleDustMaterial,StoneResidueDust,SimpleDustMaterial,stone_residue_dust,stone_residue_dust,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1051,SimpleDustMaterial,StreptococcusPyogenes,SimpleDustMaterial,streptococcus_pyogenes,streptococcus_pyogenes,,,chemistry/biotech
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1200,SimpleDustMaterial,StrontiumCarbonate,SimpleDustMaterial,strontium_carbonate,strontium_carbonate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1246,SimpleDustMaterial,StrontiumChloride,SimpleDustMaterial,strontium_chloride,strontium_chloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1248,SimpleDustMaterial,StrontiumEuropiumAluminate,SimpleDustMaterial,strontium_europium_aluminate,strontium_europium_aluminate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1166,SimpleDustMaterial,StrontiumOxide,SimpleDustMaterial,strontium_oxide,strontium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1388,SimpleDustMaterial,StrontiumSuperconductorDust,SimpleDustMaterial,strontium_superconductor_dust,strontium_superconductor_dust,,,voltage/superconductors
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1073,SimpleDustMaterial,SuccinicAcid,SimpleDustMaterial,succinic_acid,succinic_acid,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1407,SimpleDustMaterial,SuccinicAnhydride,SimpleDustMaterial,succinic_anhydride,succinic_anhydride,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1074,SimpleDustMaterial,Succinimide,SimpleDustMaterial,succinimide,succinimide,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1413,SimpleDustMaterial,SuccinimidylAcetate,SimpleDustMaterial,succinimidyl_acetate,succinimidyl_acetate,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1378,SimpleDustMaterial,SulfurCoatedHalloysite,SimpleDustMaterial,sulfur_coated_halloysite,sulfur_coated_halloysite,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1192,SimpleDustMaterial,TantaliteMinorOxideResidue,SimpleDustMaterial,tantalite_minor_oxide_residue,tantalite_minor_oxide_residue,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1252,SimpleDustMaterial,TantalumOxide,SimpleDustMaterial,tantalum_oxide,tantalum_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1385,SimpleDustMaterial,TBCCODust,SimpleDustMaterial,tbcco_dust,tbcco_dust,,,voltage/superconductors
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1181,SimpleDustMaterial,TelluriumOxide,SimpleDustMaterial,tellurium_oxide,tellurium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1025,SimpleDustMaterial,TerbiumOxide,SimpleDustMaterial,terbium_oxide,terbium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1090,SimpleDustMaterial,Terephthalaldehyde,SimpleDustMaterial,terephthalaldehyde,terephthalaldehyde,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1420,SimpleDustMaterial,Tetraacetyldinitrosohexaazaisowurtzitane,SimpleDustMaterial,tetraacetyldinitrosohexaazaisowurtzitane,tetraacetyldinitrosohexaazaisowurtzitane,,,chemistry/energetics
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1307,SimpleDustMaterial,Tetrabromoindigo,SimpleDustMaterial,tetrabromoindigo,tetrabromoindigo,,,chemistry/dyes_pigments
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1328,SimpleDustMaterial,Tetracene,SimpleDustMaterial,tetracene,tetracene,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1342,SimpleDustMaterial,TetraethylammoniumNonahydridides,SimpleDustMaterial,tetraethylammonium_nonahydrides,tetraethylammonium_nonahydrides,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1137,SimpleDustMaterial,ThalliumChloride,SimpleDustMaterial,thallium_chloride,thallium_chloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1221,SimpleDustMaterial,ThalliumIodide,SimpleDustMaterial,thallium_iodide,thallium_iodide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1136,SimpleDustMaterial,ThalliumResidue,SimpleDustMaterial,thallium_residue,thallium_residue,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1029,SimpleDustMaterial,ThuliumOxide,SimpleDustMaterial,thulium_oxide,thulium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1079,SimpleDustMaterial,TiAlChloride,SimpleDustMaterial,tial_chloride,tial_chloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1094,SimpleDustMaterial,TinChloride,SimpleDustMaterial,tin_chloride,tin_chloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1184,SimpleDustMaterial,TinSlag,SimpleDustMaterial,tin_slag,tin_slag,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1235,SimpleDustMaterial,TitaniumCyclopentadienyl,SimpleDustMaterial,titanium_cyclopentadienyl,titanium_cyclopentadienyl,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1178,SimpleDustMaterial,TitaniumNitrate,SimpleDustMaterial,titanium_nitrate,titanium_nitrate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1285,SimpleDustMaterial,TitaniumYellow,SimpleDustMaterial,titanium_yellow,titanium_yellow,,,chemistry/dyes_pigments
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1347,SimpleDustMaterial,TlTmCesiumIodide,SimpleDustMaterial,tl_tm_cesium_iodide,tl_tm_cesium_iodide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1434,SimpleDustMaterial,TriniumTetrafluoride,SimpleDustMaterial,trinium_tetrafluoride,trinium_tetrafluoride,,,high_energy/particles_and_exotics
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1095,SimpleDustMaterial,Triphenylphosphine,SimpleDustMaterial,triphenylphosphine,triphenylphosphine,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1446,SimpleDustMaterial,UncommonResidues,SimpleDustMaterial,uncommon_residues,uncommon_residues,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1077,SimpleDustMaterial,UnfoldedFullerene,SimpleDustMaterial,unfolded_fullerene,unfolded_fullerene,,,electronics/optical_materials
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1278,SimpleDustMaterial,UnprocessedNdYAGDust,SimpleDustMaterial,unprocessed_ndyag_dust,unprocessed_ndyag_dust,,,electronics/optical_materials
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1267,SimpleDustMaterial,Urea,SimpleDustMaterial,urea,urea,,,chemistry/biotech
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1226,SimpleDustMaterial,UVAHalideMix,SimpleDustMaterial,uva_halide_mix,uva_halide_mix,,,chemistry/dyes_pigments
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1101,SimpleDustMaterial,VanadiumOxide,SimpleDustMaterial,vanadium_oxide,vanadium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1097,SimpleDustMaterial,VanadiumSlag,SimpleDustMaterial,vanadium_slag,vanadium_slag,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1098,SimpleDustMaterial,VanadiumSlagDust,SimpleDustMaterial,vanadium_slag_dust,vanadium_slag_dust,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1213,SimpleDustMaterial,WellMixedYBCOxides,SimpleDustMaterial,well_mixed_ybc_oxides,well_mixed_ybc_oxides,,,voltage/superconductors
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1041,SimpleDustMaterial,WetZeoliteSievingPellets,SimpleDustMaterial,wet_zeolite_sieving_pellets,wet_zeolite_sieving_pellets,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1227,SimpleDustMaterial,WhiteHalideMix,SimpleDustMaterial,white_halide_mix,white_halide_mix,,,chemistry/dyes_pigments
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1374,SimpleDustMaterial,Xylose,SimpleDustMaterial,xylose,xylose,,,chemistry/organic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1036,SimpleDustMaterial,Yeast,SimpleDustMaterial,yeast,yeast,,,chemistry/biotech
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1030,SimpleDustMaterial,YtterbiumOxide,SimpleDustMaterial,ytterbium_oxide,ytterbium_oxide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1247,SimpleDustMaterial,YttriumEuropiumVanadate,SimpleDustMaterial,yttrium_europium_vanadate,yttrium_europium_vanadate,,,electronics/optical_materials
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1210,SimpleDustMaterial,YttriumNitrate,SimpleDustMaterial,yttrium_nitrate,yttrium_nitrate,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1070,SimpleDustMaterial,ZBLANDust,SimpleDustMaterial,zblan_dust,zblan_dust,,,electronics/optical_materials
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1040,SimpleDustMaterial,ZeoliteSievingPellets,SimpleDustMaterial,zeolite_sieving_pellets,zeolite_sieving_pellets,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1138,SimpleDustMaterial,ZincChloride,SimpleDustMaterial,zinc_chloride,zinc_chloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1129,SimpleDustMaterial,ZincCokePellets,SimpleDustMaterial,zinc_coke_pellets,zinc_coke_pellets,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1131,SimpleDustMaterial,ZincFlueDust,SimpleDustMaterial,zinc_flue_dust,zinc_flue_dust,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1132,SimpleDustMaterial,ZincLeachingResidue,SimpleDustMaterial,zinc_leaching_residue,zinc_leaching_residue,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1130,SimpleDustMaterial,ZincResidualSlag,SimpleDustMaterial,zinc_residual_slag,zinc_residual_slag,,,metallurgy/ore_processing
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1325,SimpleDustMaterial,ZincSelenide,SimpleDustMaterial,zinc_selenide,zinc_selenide,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1057,SimpleDustMaterial,ZirconiumTetrachloride,SimpleDustMaterial,zirconium_tetrachloride,zirconium_tetrachloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1065,SimpleDustMaterial,ZirconiumTetrafluoride,SimpleDustMaterial,zirconium_tetrafluoride,zirconium_tetrafluoride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1253,SimpleDustMaterial,ZirconylChloride,SimpleDustMaterial,zirconyl_chloride,zirconyl_chloride,,,chemistry/inorganic
Simple Dust Materials,new_candidate,SIMPLE DUSTS,1086,SimpleDustMaterial,ZnFeAlClCatalyst,SimpleDustMaterial,znfealcl_catalyst,znfealcl_catalyst,,,chemistry/catalysts
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,601,SimpleFluidMaterial,AceticAnhydride,SimpleFluidMaterial,acetic_anhydride,acetic_anhydride,AceticAnhydride,"id->AceticAnhydride, field",chemistry/organic
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,789,SimpleFluidMaterial,Aminophenol,SimpleFluidMaterial,aminophenol,aminophenol,AminoPhenol,id->AminoPhenol,chemistry/organic
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,521,SimpleFluidMaterial,Butyraldehyde,SimpleFluidMaterial,butyraldehyde,butyraldehyde,Butyraldehyde,"id->Butyraldehyde, field",chemistry/organic
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,457,SimpleFluidMaterial,FluoroantimonicAcid,SimpleFluidMaterial,fluoroantimonic_acid,fluoroantimonic_acid,FluoroantimonicAcid,"id->FluoroantimonicAcid, field",chemistry/inorganic
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,533,SimpleFluidMaterial,Formaldehyde,SimpleFluidMaterial,formaldehyde,formaldehyde,Formaldehyde,"id->Formaldehyde, field",chemistry/organic
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,691,SimpleFluidMaterial,Formamide,SimpleFluidMaterial,formamide,formamide,Formamide,"id->Formamide, field",chemistry/organic
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,763,SimpleFluidMaterial,GreenSapphireSlurry,SimpleFluidMaterial,green_sapphire_slurry,green_sapphire_slurry,GreenSapphireSlurry,"id->GreenSapphireSlurry, field",metallurgy/ore_processing
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,580,SimpleFluidMaterial,HydrogenCyanide,SimpleFluidMaterial,hydrogen_cyanide,hydrogen_cyanide,HydrogenCyanide,"id->HydrogenCyanide, field",chemistry/inorganic
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,923,SimpleFluidMaterial,Iron2Chloride,SimpleFluidMaterial,iron_ii_chloride,iron_ii_chloride,Iron2Chloride,"id->Iron2Chloride, field",metallurgy/alloys
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,512,SimpleFluidMaterial,NaquadriaSolution,SimpleFluidMaterial,naquadria_solution,naquadria_solution,NaquadriaSolution,"id->NaquadriaSolution, field",high_energy/particles_and_exotics
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,685,SimpleFluidMaterial,NitrousOxide,SimpleFluidMaterial,nitrous_oxide,nitrous_oxide,NitrousOxide,"id->NitrousOxide, field",chemistry/inorganic
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,620,SimpleFluidMaterial,PotassiumHydroxide,SimpleFluidMaterial,potassium_hydroxide,potassium_hydroxide,PotassiumHydroxide,"id->PotassiumHydroxide, field",chemistry/inorganic
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,761,SimpleFluidMaterial,RubySlurry,SimpleFluidMaterial,ruby_slurry,ruby_slurry,RubySlurry,"id->RubySlurry, field",metallurgy/ore_processing
Simple Fluid Materials,exists_in_gtceu,SIMPLE FLUID MATERIALS,762,SimpleFluidMaterial,SapphireSlurry,SimpleFluidMaterial,sapphire_slurry,sapphire_slurry,SapphireSlurry,"id->SapphireSlurry, field",metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,718,SimpleFluidMaterial,Acetaldehyde,SimpleFluidMaterial,acetaldehyde,acetaldehyde,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,838,SimpleFluidMaterial,Acetoacetanilide,SimpleFluidMaterial,acetoacetanilide,acetoacetanilide,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,976,SimpleFluidMaterial,Acetothienone,SimpleFluidMaterial,acetothieone,acetothieone,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,854,SimpleFluidMaterial,AcetylatingReagent,SimpleFluidMaterial,acetylating_reagent,acetylating_reagent,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,981,SimpleFluidMaterial,AcetylChloride,SimpleFluidMaterial,acetyl_chloride,acetyl_chloride,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,532,SimpleFluidMaterial,Acetylene,SimpleFluidMaterial,acetylene,acetylene,,,chemistry/petrochem_fuels
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,921,SimpleFluidMaterial,AcetylsulfanilylChloride,SimpleFluidMaterial,acetylsulfanilyl_chloride,acetylsulfanilyl_chloride,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,716,SimpleFluidMaterial,AcidicBrominatedBrine,SimpleFluidMaterial,acidic_brominated_brine,acidic_brominated_brine,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,664,SimpleFluidMaterial,AcidicMetalSlurry,SimpleFluidMaterial,acidic_metal_slurry,acidic_metal_slurry,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,517,SimpleFluidMaterial,AcidicSaltWater,SimpleFluidMaterial,acidic_salt_water,acidic_salt_water,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,675,SimpleFluidMaterial,AcidifiedPolyphenolMix,SimpleFluidMaterial,acidified_polyphenol_mix,acidified_polyphenol_mix,,,chemistry/polymers
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,686,SimpleFluidMaterial,AcryloNitrile,SimpleFluidMaterial,acrylonitrile,acrylonitrile,,,chemistry/polymers
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,979,SimpleFluidMaterial,ActiniumRadiumHydroxideSolution,SimpleFluidMaterial,actinium_radium_hydroxide_solution,actinium_radium_hydroxide_solution,,,deferred/nuclear
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,978,SimpleFluidMaterial,ActiniumRadiumNitrateSolution,SimpleFluidMaterial,actinium_radium_nitrate_solution,actinium_radium_nitrate_solution,,,deferred/nuclear
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,773,SimpleFluidMaterial,AlkalineEarthSulfateSolution,SimpleFluidMaterial,alkalineearth_sulfate,alkalineearth_sulfate,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,821,SimpleFluidMaterial,AluminaSolution,SimpleFluidMaterial,alumina_solution,alumina_solution,,,metallurgy/ore_processing
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,694,SimpleFluidMaterial,Amidoxime,SimpleFluidMaterial,amidoxime,amidoxime,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,870,SimpleFluidMaterial,AminatedFullerene,SimpleFluidMaterial,aminated_fullerene,aminated_fullerene,,,electronics/optical_materials
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,697,SimpleFluidMaterial,AmineMixture,SimpleFluidMaterial,amine_mixture,amine_mixture,,,chemistry/organic
Simple Fluid Materials,new_candidate,SIMPLE FLUID MATERIALS,851,SimpleFluidMaterial,Amino3phenol,SimpleFluidMaterial,3_aminophenol,3_aminophenol,,,chemistry/organic
